Date,HDFC Bank,ICICI Bank,Axis Bank,SBIN,Kotak Bank
2017,940,316,555,318,1013
2017,937,314,554,320,1021
2017,935,309,549,319,1023
2017,917,303,548,312,1030
2017,909,304,541,314,1025
2017,908,303,536,313,1015
2017,921,308,539,318,1000
2017,918,311,545,318,1009
2017,903,311,543,313,1009
2017,900,306,534,316,1002
2017,908,300,531,312,1000
2017,915,305,533,319,1000
2017,922,304,535,314,998
2017,925,305,534,313,1005
2017,935,308,535,320,1000
2017,931,315,550,329,1026
2017,927,313,563,332,1030
2017,924,317,559,336,1036
2017,919,317,546,332,1030
2017,926,319,544,335,1022
2017,921,319,541,335,1026
2017,917,320,547,331,1030
2017,911,319,545,333,1041
2017,902,325,542,338,1023
2017,898,319,543,333,1017
2017,899,316,542,325,1012
2017,905,314,546,329,999
2017,909,314,537,331,995
2017,912,319,545,334,993
2017,911,311,540,314,1005
2017,910,306,545,310,1011
2017,912,312,527,317,1013
2017,913,316,535,329,1010
2017,909,316,540,325,1016
2017,909,317,532,314,1020
2017,902,313,535,320,1024
2017,905,300,523,306,1025
2017,894,301,484,312,1029
2017,896,301,486,311,1029
2017,896,299,484,321,1019
2017,931,306,473,325,1011
2017,930,267,452,254,1066
2017,922,263,450,246,1062
2017,932,258,460,243,1078
2017,924,263,465,244,1096
2017,927,274,513,251,1079
2017,923,274,520,252,1083
2017,907,271,529,252,1082
2017,893,268,525,251,1058
2017,899,268,516,252,1044
2017,896,270,515,257,1056
2017,898,272,506,257,1050
2017,897,272,503,257,1040
2017,897,272,501,252,1033
2017,902,276,506,253,1029
2017,901,278,510,251,1007
2017,896,277,509,254,1002
2017,886,276,512,253,1005
2017,894,276,506,250,980
2017,898,283,512,258,994
2017,910,280,502,259,1000
2017,918,277,505,262,1022
2017,922,285,513,269,1029
2017,923,291,519,270,1023
2017,928,295,521,268,1034
2017,922,293,525,270,1017
2017,918,292,516,272,1005
2017,919,294,520,274,1008
2017,916,292,499,273,1020
2017,910,291,497,273,1022
2017,892,291,494,271,1007
2017,881,292,494,272,1008
2017,878,293,497,274,994
2017,876,295,493,274,996
2017,874,298,503,277,988
2017,882,297,502,278,978
2017,886,298,508,278,993
2017,882,298,500,278,976
2017,871,300,504,277,971
2017,879,300,504,277,964
2017,879,301,511,279,976
2017,884,298,507,280,972
2017,872,299,503,279,980
2017,870,294,499,274,971
2017,874,294,495,275,970
2017,881,293,490,279,984
2017,889,293,497,281,989
2017,877,295,500,283,1001
2017,873,292,492,278,983
2017,878,287,490,280,992
2017,880,289,486,297,997
2017,887,291,487,302,992
2017,892,296,499,304,988
2017,893,300,506,311,998
2017,888,296,508,305,996
2017,894,296,506,301,996
2017,897,302,517,308,1011
2017,890,303,517,309,1015
2017,887,303,520,313,1022
2017,893,296,515,299,1013
2017,872,307,525,298,998
2017,868,310,529,296,987
2017,866,304,545,296,988
2017,850,303,535,295,993
2017,854,302,541,291,999
2017,844,301,540,291,980
2017,840,302,520,293,994
2017,839,304,517,291,977
2017,838,304,511,293,980
2017,840,298,513,292,977
2017,839,298,512,289,962
2017,838,292,507,288,957
2017,836,290,507,284,959
2017,832,291,510,286,968
2017,827,290,503,280,965
2017,823,294,510,281,958
2017,825,293,514,275,960
2017,827,290,508,273,959
2017,824,290,517,275,949
2017,830,290,517,274,956
2017,831,293,512,272,948
2017,832,290,492,276,972
2017,837,288,493,280,975
2017,847,292,505,289,985
2017,847,290,508,295,998
2017,841,291,508,291,992
2017,845,292,512,290,983
2017,833,291,520,289,988
2017,830,288,510,286,983
2017,834,288,508,284,963
2017,836,290,510,284,968
2017,833,286,506,284,974
2017,832,287,508,285,977
2017,821,293,514,289,985
2017,819,291,516,289,979
2017,818,295,514,291,969
2017,816,290,510,287,966
2017,815,291,514,287,967
2017,812,289,508,287,965
2017,816,291,509,287,963
2017,813,297,514,288,966
2017,814,292,514,289,962
2017,811,286,507,284,969
2017,807,292,511,288,965
2017,782,289,507,290,957
2017,783,279,499,283,936
2017,786,278,501,289,940
2017,779,276,502,294,941
2017,777,279,502,308,937
2017,777,280,492,303,943
2017,778,282,503,308,951
2017,775,275,502,308,960
2017,774,274,500,301,973
2017,771,270,503,298,955
2017,774,273,517,298,937
2017,766,272,526,294,928
2017,766,273,518,297,907
2017,764,275,511,299,907
2017,766,271,505,296,908
2017,770,271,519,299,905
2017,769,248,501,290,917
2017,772,251,506,288,918
2017,783,253,510,290,902
2017,774,249,507,282,917
2017,767,252,517,286,900
2017,765,248,516,286,898
2017,747,244,499,286,896
2017,729,245,486,282,880
2017,723,248,488,285,889
2017,722,255,500,284,876
2017,717,258,500,290,882
2017,719,257,502,290,888
2017,720,257,508,292,880
2017,718,255,506,290,879
2017,715,258,515,295,881
2017,718,252,511,289,877
2017,718,252,504,289,873
2017,715,255,509,293,894
2017,715,259,508,297,890
2017,720,261,501,293,876
2017,731,252,491,293,872
2017,713,256,499,291,865
2017,709,257,504,288,858
2017,703,252,503,282,859
2017,711,248,487,279,871
2017,714,250,489,277,879
2017,714,243,488,269,868
2017,719,241,485,268,862
2017,716,247,488,272,860
2017,711,250,503,274,855
2017,707,255,517,274,848
2017,707,259,514,279,851
2017,704,259,512,277,844
2017,699,261,511,275,836
2017,696,246,516,272,829
2017,695,249,516,273,825
2017,692,249,510,270,825
2017,689,251,512,268,817
2017,687,252,519,270,819
2017,689,251,513,265,810
2017,694,253,506,267,816
2017,694,254,513,272,824
2017,695,251,507,269,802
2017,696,254,509,268,801
2017,698,259,528,270,811
2017,706,260,525,272,796
2017,703,259,504,271,798
2017,687,257,481,270,797
2017,662,257,489,269,797
2017,660,253,493,271,793
2017,654,255,488,269,784
2017,654,259,487,270,790
2017,650,256,490,272,793
2017,647,256,489,276,779
2017,651,259,485,276,770
2017,652,260,488,277,768
2017,656,262,493,278,773
2017,654,264,498,277,767
2017,648,256,491,278,765
2017,651,260,483,273,770
2017,642,255,476,271,777
2017,641,245,466,260,774
2017,645,246,472,264,776
2017,644,247,473,266,785
2017,632,236,464,259,795
2017,621,234,451,255,743
2017,617,234,445,254,733
2017,617,240,451,251,723
2017,620,245,484,258,728
2017,618,244,489,258,731
2017,622,244,487,256,726
2017,615,245,477,256,731
2017,616,244,473,251,728
2017,616,244,455,251,728
2017,606,241,454,252,728
2017,596,237,447,248,713
2017,596,235,453,247,709
2017,592,235,455,246,717
2017,591,234,458,245,699
2017,594,228,453,243,696
2017,597,231,455,245,712
2017,602,229,448,244,715
2018,1059,360,620,296,1257
2018,1050,361,625,295,1241
2018,1059,356,618,292,1240
2018,1038,356,620,294,1248
2018,1053,353,615,293,1239
2018,1066,354,621,292,1227
2018,1059,362,633,294,1236
2018,1065,367,642,301,1226
2018,1063,362,619,293,1237
2018,1046,358,617,290,1222
2018,1048,352,620,289,1256
2018,1040,350,619,289,1264
2018,1027,350,620,285,1237
2018,1042,343,604,281,1219
2018,1051,346,590,274,1198
2018,1046,352,604,275,1280
2018,1047,348,600,276,1180
2018,1040,351,615,280,1212
2018,1054,358,623,283,1225
2018,1062,356,625,287,1226
2018,1063,355,626,285,1234
2018,1042,362,631,286,1213
2018,1030,359,628,285,1160
2018,1023,355,625,289,1174
2018,1001,356,631,286,1171
2018,1007,352,615,283,1171
2018,1004,357,627,287,1177
2018,1005,358,613,283,1170
2018,1000,362,616,288,1175
2018,985,368,620,291,1169
2018,977,370,626,285,1162
2018,962,367,613,284,1130
2018,958,361,618,278,1166
2018,971,352,607,278,1154
2018,977,357,613,283,1136
2018,971,356,607,287,1134
2018,976,353,607,286,1125
2018,973,350,624,295,1129
2018,954,354,611,285,1133
2018,954,354,602,286,1110
2018,954,355,582,281,1119
2018,961,346,563,273,1124
2018,978,349,567,268,1138
2018,982,316,538,248,1159
2018,994,320,561,250,1186
2018,990,322,564,256,1177
2018,997,323,563,256,1174
2018,982,327,562,260,1164
2018,985,315,563,261,1199
2018,994,315,576,261,1176
2018,1002,321,589,270,1176
2018,989,313,577,263,1170
2018,967,319,585,264,1167
2018,981,312,581,262,1116
2018,968,320,589,279,1138
2018,970,306,553,263,1108
2018,980,311,557,266,1104
2018,977,307,569,258,1052
2018,1013,317,586,271,1075
2018,1015,304,572,272,1098
2018,1001,314,593,274,1122
2018,986,306,613,266,1142
2018,982,307,600,265,1142
2018,974,313,617,264,1169
2018,961,311,614,271,1183
2018,983,309,597,264,1149
2018,979,317,599,271,1180
2018,992,321,609,272,1227
2018,994,319,609,274,1215
2018,1013,326,626,285,1230
2018,1004,328,636,291,1240
2018,998,323,635,285,1230
2018,1018,327,650,283,1206
2018,1026,333,652,285,1223
2018,1024,335,646,292,1245
2018,1021,329,638,296,1261
2018,1024,330,638,297,1238
2018,1035,329,642,296,1258
2018,1028,334,632,306,1269
2018,1031,343,649,310,1287
2018,1037,344,650,309,1278
2018,1045,341,657,310,1289
2018,1038,339,660,305,1285
2018,1033,340,650,308,1275
2018,1038,330,640,300,1255
2018,1046,337,632,302,1248
2018,1046,339,636,307,1263
2018,1036,338,624,308,1275
2018,1036,340,627,302,1263
2018,1042,334,623,293,1245
2018,1044,332,618,295,1293
2018,1055,325,605,294,1287
2018,1057,329,616,304,1286
2018,1066,333,621,317,1277
2018,1063,319,596,309,1288
2018,1055,313,593,304,1284
2018,1058,315,597,309,1283
2018,1063,305,575,299,1310
2018,1077,299,547,294,1280
2018,1087,299,545,295,1313
2018,1083,304,550,294,1307
2018,1099,307,570,297,1305
2018,1094,293,553,287,1311
2018,1083,286,542,288,1311
2018,1077,275,532,272,1315
2018,1076,274,546,267,1312
2018,1092,276,540,266,1337
2018,1091,266,534,262,1333
2018,1086,261,527,260,1347
2018,1086,263,527,260,1399
2018,1082,266,538,259,1401
2018,1088,259,522,252,1408
2018,1081,268,523,258,1404
2018,1072,272,538,263,1390
2018,1071,269,537,259,1387
2018,1060,273,533,264,1372
2018,1055,271,525,262,1385
2018,1060,270,514,257,1371
2018,1049,272,511,256,1365
2018,1033,273,515,257,1365
2018,1034,273,512,258,1353
2018,1052,277,512,259,1338
2018,1063,275,511,259,1343
2018,1054,271,505,257,1339
2018,1045,279,508,262,1324
2018,1045,288,514,267,1330
2018,1039,290,515,268,1328
2018,1027,301,526,273,1321
2018,1026,298,513,269,1314
2018,1010,293,519,273,1325
2018,1007,293,517,273,1303
2018,1013,293,523,277,1315
2018,1016,283,529,277,1340
2018,1013,285,532,283,1333
2018,1020,291,541,288,1326
2018,1019,287,537,283,1329
2018,1022,286,540,274,1323
2018,1029,288,537,273,1318
2018,1026,291,542,270,1310
2018,1030,284,531,270,1316
2018,1021,284,531,264,1305
2018,1053,287,537,263,1304
2018,1067,289,537,267,1318
2018,1022,286,546,270,1335
2018,1014,285,542,267,1303
2018,1019,290,548,264,1284
2018,1002,299,546,272,1297
2018,991,296,539,267,1296
2018,982,298,534,269,1275
2018,993,292,520,263,1255
2018,994,290,523,254,1263
2018,1004,289,527,244,1277
2018,1012,286,533,239,1294
2018,1009,296,539,243,1271
2018,1017,297,550,243,1281
2018,1009,308,550,248,1284
2018,1004,310,552,254,1272
2018,994,311,553,250,1267
2018,987,307,548,248,1248
2018,981,307,549,248,1251
2018,987,309,542,250,1242
2018,992,290,536,247,1245
2018,982,283,520,242,1233
2018,983,282,533,242,1234
2018,970,277,524,241,1257
2018,960,284,517,246,1211
2018,963,288,539,243,1189
2018,958,279,494,233,1186
2018,965,279,498,237,1168
2018,966,284,505,241,1166
2018,976,279,506,242,1169
2018,967,282,506,241,1153
2018,964,290,513,246,1154
2018,972,290,518,246,1154
2018,969,292,532,248,1165
2018,960,288,542,249,1172
2018,962,288,543,251,1151
2018,957,287,549,254,1135
2018,958,285,540,257,1126
2018,967,289,546,263,1114
2018,960,281,519,261,1118
2018,952,281,500,260,1119
2018,940,279,503,259,1118
2018,956,269,492,247,1078
2018,963,270,502,251,1103
2018,941,262,499,246,1097
2018,944,278,511,250,1048
2018,945,284,512,254,1050
2018,919,282,507,247,1039
2018,932,276,500,235,1039
2018,927,283,518,242,1053
2018,918,289,526,248,1051
2018,922,292,521,249,1045
2018,924,295,519,248,1049
2018,938,298,523,252,1061
2018,930,301,530,254,1086
2018,928,306,536,257,1082
2018,932,304,532,255,1084
2018,923,301,519,253,1101
2018,924,293,505,253,1082
2018,914,297,521,257,1082
2018,921,287,513,247,1085
2018,933,295,517,257,1082
2018,935,303,525,264,1100
2018,940,305,526,262,1096
2018,949,313,529,268,1091
2018,954,322,538,268,1093
2018,938,327,552,274,1105
2018,925,323,537,276,1081
2018,927,318,530,273,1073
2018,930,319,536,273,1055
2018,937,317,532,270,1046
2018,937,320,541,269,1056
2018,939,321,538,272,1050
2018,939,329,544,279,1042
2018,936,319,544,276,1042
2018,923,326,564,289,1043
2018,938,327,558,296,1032
2018,934,334,568,301,1052
2018,946,333,559,293,1036
2018,955,331,564,292,1034
2018,972,330,566,298,1062
2018,993,335,565,297,1086
2018,1001,346,593,306,1121
2018,996,353,594,313,1109
2018,998,353,594,314,1088
2018,985,358,606,312,1115
2018,977,361,616,313,1092
2018,973,353,608,330,1080
2018,979,362,620,318,1075
2018,974,352,612,307,1074
2018,965,354,590,309,1061
2018,943,346,585,303,1047
2018,948,343,585,307,1027
2018,947,334,563,296,1033
2018,931,329,561,303,1038
2018,934,318,555,302,1023
2018,930,310,559,302,1018
2018,930,312,563,301,1002
2018,928,313,565,304,1010
2018,930,314,565,306,1006
2018,928,313,563,306,1003
2018,924,315,560,309,1000
2018,934,315,560,303,1000
2018,925,310,560,303,1003
2018,934,310,566,307,1000
2019,1282,539,754,334,1684
2019,1275,544,754,334,1690
2019,1270,549,760,337,1686
2019,1289,539,737,330,1694
2019,1302,541,741,331,1712
2019,1297,541,743,332,1705
2019,1289,546,740,338,1693
2019,1292,540,743,328,1730
2019,1271,541,742,327,1724
2019,1257,541,746,333,1713
2019,1264,539,747,332,1704
2019,1264,537,752,333,1693
2019,1249,535,722,322,1716
2019,1250,534,717,313,1687
2019,1243,529,716,313,1662
2019,1246,527,732,317,1659
2019,1246,525,718,320,1674
2019,1252,528,729,336,1649
2019,1255,529,740,342,1651
2019,1266,509,733,336,1647
2019,1275,511,744,339,1633
2019,1265,513,739,342,1615
2019,1278,519,751,349,1615
2019,1275,506,753,344,1618
2019,1271,511,752,336,1604
2019,1265,498,755,336,1604
2019,1283,497,732,329,1569
2019,1273,498,737,331,1595
2019,1272,495,749,329,1599
2019,1262,494,748,330,1624
2019,1278,498,723,325,1627
2019,1274,500,717,322,1623
2019,1258,499,716,306,1598
2019,1265,486,711,307,1606
2019,1256,497,734,318,1617
2019,1264,489,726,316,1600
2019,1257,479,735,318,1584
2019,1240,481,747,318,1571
2019,1237,468,738,319,1554
2019,1240,471,743,314,1571
2019,1230,462,748,314,1580
2019,1248,463,736,312,1575
2019,1243,471,747,290,1579
2019,1238,477,738,281,1576
2019,1229,470,710,282,1593
2019,1236,469,709,282,1589
2019,1242,455,708,263,1613
2019,1239,455,715,275,1614
2019,1229,451,713,271,1629
2019,1220,438,710,270,1615
2019,1221,441,710,265,1605
2019,1223,435,693,256,1606
2019,1204,432,690,258,1616
2019,1199,429,684,255,1586
2019,1201,429,673,255,1588
2019,1228,424,673,254,1585
2019,1187,437,686,261,1612
2019,1190,416,673,249,1556
2019,1224,414,656,250,1563
2019,1249,427,668,254,1616
2019,1227,425,679,256,1648
2019,1244,434,685,271,1644
2019,1243,449,701,281,1644
2019,1240,452,700,282,1627
2019,1254,434,695,280,1602
2019,1257,441,704,303,1618
2019,1200,446,726,314,1641
2019,1101,418,680,302,1539
2019,1094,387,638,274,1453
2019,1106,399,648,280,1465
2019,1122,401,640,274,1448
2019,1129,412,671,285,1475
2019,1135,413,674,292,1484
2019,1126,403,663,287,1458
2019,1125,395,682,285,1475
2019,1123,395,672,278,1471
2019,1118,391,671,274,1442
2019,1124,389,650,273,1410
2019,1105,398,647,275,1426
2019,1114,392,646,268,1414
2019,1113,410,664,274,1431
2019,1124,404,661,275,1451
2019,1130,413,678,285,1484
2019,1128,419,683,286,1502
2019,1081,412,684,280,1513
2019,1087,395,664,271,1470
2019,1113,399,661,269,1478
2019,1110,412,665,277,1506
2019,1103,417,672,284,1505
2019,1114,423,685,287,1496
2019,1115,419,676,291,1499
2019,1110,417,663,290,1492
2019,1141,410,649,283,1511
2019,1117,420,661,291,1532
2019,1092,414,660,294,1503
2019,1095,408,660,290,1476
2019,1090,410,679,301,1485
2019,1107,403,662,300,1460
2019,1111,411,674,308,1508
2019,1123,417,669,317,1496
2019,1124,425,674,332,1520
2019,1120,425,708,328,1499
2019,1136,429,720,344,1503
2019,1140,416,730,343,1512
2019,1138,409,723,341,1485
2019,1129,409,712,340,1497
2019,1146,412,728,342,1494
2019,1185,412,727,351,1454
2019,1203,410,729,356,1499
2019,1196,419,740,364,1538
2019,1193,425,753,372,1535
2019,1195,425,761,364,1501
2019,1194,422,750,360,1508
2019,1201,427,756,364,1484
2019,1192,427,766,363,1485
2019,1187,431,769,354,1476
2019,1202,429,786,360,1463
2019,1233,426,783,355,1475
2019,1239,436,806,371,1517
2019,1242,436,809,367,1498
2019,1245,436,806,366,1475
2019,1240,437,803,365,1472
2019,1219,439,810,362,1481
2019,1228,437,809,361,1477
2019,1231,441,800,362,1482
2019,1212,439,789,358,1491
2019,1206,434,782,357,1484
2019,1204,429,763,353,1471
2019,1210,431,771,349,1490
2019,1211,433,771,345,1518
2019,1206,420,771,339,1498
2019,1208,422,776,340,1462
2019,1215,414,778,338,1460
2019,1220,418,801,344,1474
2019,1211,420,820,347,1504
2019,1221,418,814,344,1484
2019,1217,421,815,347,1508
2019,1221,416,814,344,1503
2019,1209,417,804,342,1512
2019,1223,412,808,337,1514
2019,1226,419,823,352,1531
2019,1210,423,813,355,1531
2019,1217,424,808,353,1522
2019,1206,426,808,354,1535
2019,1205,423,805,349,1514
2019,1202,434,808,360,1511
2019,1184,436,814,362,1529
2019,1163,432,793,355,1512
2019,1200,411,776,342,1500
2019,1199,405,779,341,1495
2019,1213,400,773,338,1488
2019,1178,408,782,345,1503
2019,1153,390,749,319,1460
2019,1141,383,732,316,1413
2019,1141,377,722,312,1396
2019,1141,380,731,315,1383
2019,1146,376,732,307,1389
2019,1143,385,735,308,1398
2019,1151,381,731,299,1386
2019,1159,382,736,298,1402
2019,1162,387,742,305,1408
2019,1181,401,747,309,1410
2019,1175,402,757,310,1418
2019,1156,396,752,308,1406
2019,1138,408,767,310,1387
2019,1129,407,760,313,1379
2019,1137,395,741,306,1360
2019,1120,401,753,311,1367
2019,1132,397,753,305,1355
2019,1144,395,756,310,1357
2019,1150,404,771,311,1370
2019,1142,407,771,316,1386
2019,1130,393,763,316,1374
2019,1126,395,764,315,1343
2019,1116,390,752,315,1343
2019,1141,394,761,311,1350
2019,1142,397,763,315,1341
2019,1150,387,755,313,1343
2019,1139,391,762,317,1336
2019,1144,389,762,322,1323
2019,1145,392,762,321,1334
2019,1153,397,767,329,1339
2019,1157,398,766,323,1339
2019,1149,401,777,321,1335
2019,1147,401,781,319,1341
2019,1153,393,759,309,1333
2019,1138,394,757,304,1343
2019,1136,384,746,294,1309
2019,1147,392,757,298,1336
2019,1131,393,756,304,1352
2019,1128,398,761,303,1348
2019,1124,398,752,299,1344
2019,1110,395,735,298,1325
2019,1111,388,741,292,1269
2019,1083,392,738,293,1261
2019,1062,388,743,287,1263
2019,1062,376,735,287,1250
2019,1061,371,733,281,1239
2019,1050,371,734,282,1237
2019,1051,372,721,278,1241
2019,1039,363,732,276,1240
2019,1036,354,702,273,1226
2019,1044,350,710,269,1213
2019,1053,346,718,268,1216
2019,1060,348,710,266,1236
2019,1043,356,704,270,1241
2019,1056,352,702,271,1238
2019,1052,351,697,268,1289
2019,1040,345,700,268,1290
2019,1043,343,693,263,1280
2019,1048,339,693,260,1277
2019,1053,342,687,263,1284
2019,1069,344,695,267,1287
2019,1062,340,698,268,1298
2019,1067,344,706,275,1299
2019,1059,350,711,281,1302
2019,1056,355,719,286,1299
2019,1059,359,730,287,1285
2019,1055,359,726,289,1280
2019,1050,353,730,285,1279
2019,1043,355,721,284,1272
2019,1038,355,717,284,1256
2019,1015,364,723,294,1256
2019,1027,366,691,287,1222
2019,1040,347,661,281,1251
2019,1046,344,656,282,1260
2019,1049,357,670,285,1266
2019,1050,365,664,288,1268
2019,1066,367,662,287,1277
2019,1072,369,662,290,1292
2019,1063,372,660,292,1268
2019,1064,372,665,295,1240
2019,1058,375,677,297,1220
2019,1059,375,664,303,1203
2019,1048,373,661,302,1213
2019,1054,373,659,300,1212
2019,1052,379,667,303,1223
2019,1056,380,663,306,1220
2019,1049,382,670,305,1238
2019,1058,380,651,305,1229
2019,1056,368,637,296,1247
2019,1054,365,620,298,1248
2019,1062,363,608,291,1235
2019,1072,365,620,294,1241
2019,1058,364,627,300,1250
2020,1436,535,620,275,1996
2020,1433,529,625,277,2018
2020,1427,529,630,278,1999
2020,1413,520,618,275,1989
2020,1397,514,610,267,1961
2020,1376,504,592,263,1921
2020,1373,500,590,257,1903
2020,1373,495,583,255,1921
2020,1411,517,610,271,1949
2020,1442,510,605,268,1965
2020,1411,512,606,269,1953
2020,1391,518,607,271,1951
2020,1372,526,616,274,1939
2020,1383,515,613,272,1920
2020,1386,507,627,270,1903
2020,1407,512,634,270,1884
2020,1376,508,621,272,1834
2020,1372,510,619,270,1821
2020,1386,502,615,264,1846
2020,1377,482,603,256,1821
2020,1407,480,608,247,1814
2020,1433,485,604,248,1876
2020,1441,473,602,244,1907
2020,1427,475,613,245,1889
2020,1403,473,600,243,1862
2020,1438,478,620,244,1925
2020,1395,468,596,239,1898
2020,1404,480,608,243,1889
2020,1374,479,612,240,1826
2020,1409,498,636,252,1831
2020,1408,486,629,240,1797
2020,1359,487,613,230,1771
2020,1372,486,610,229,1763
2020,1390,477,600,227,1755
2020,1394,487,609,234,1808
2020,1341,484,584,232,1753
2020,1308,463,565,220,1728
2020,1269,443,542,219,1718
2020,1257,439,539,219,1675
2020,1248,437,525,207,1631
2020,1215,444,534,205,1594
2020,1184,417,523,196,1581
2020,1187,393,493,189,1547
2020,1210,400,494,189,1571
2020,1233,396,505,190,1551
2020,1211,410,508,195,1588
2020,1236,404,493,197,1417
2020,1233,417,507,203,1383
2020,1247,413,510,203,1393
2020,1224,420,501,204,1393
2020,1204,415,494,203,1369
2020,1199,417,493,204,1377
2020,1169,396,472,196,1337
2020,1212,391,463,193,1310
2020,1198,407,471,200,1353
2020,1214,396,461,196,1345
2020,1234,404,468,199,1313
2020,1192,402,468,198,1320
2020,1162,388,452,192,1320
2020,1144,383,453,191,1325
2020,1114,381,450,192,1338
2020,1107,373,444,189,1315
2020,1079,369,444,190,1305
2020,1063,355,425,185,1268
2020,1054,357,427,185,1263
2020,1044,363,439,187,1279
2020,1030,349,415,182,1253
2020,1047,336,402,176,1246
2020,1035,352,420,184,1275
2020,1049,354,412,186,1271
2020,1057,351,423,186,1288
2020,1084,370,443,193,1277
2020,1094,369,443,195,1305
2020,1071,375,446,198,1325
2020,1058,372,450,200,1324
2020,1079,364,441,199,1305
2020,1091,371,447,203,1330
2020,1097,371,447,198,1320
2020,1112,368,431,195,1326
2020,1111,376,444,204,1351
2020,1119,373,459,208,1369
2020,1131,373,455,207,1380
2020,1134,383,475,213,1397
2020,1127,392,484,216,1424
2020,1116,391,486,218,1431
2020,1115,395,497,212,1401
2020,1112,410,509,225,1467
2020,1118,392,473,216,1420
2020,1120,389,463,210,1437
2020,1117,386,452,208,1400
2020,1086,380,446,201,1387
2020,1059,371,440,198,1339
2020,1067,368,435,195,1338
2020,1057,374,444,197,1356
2020,1033,370,446,195,1369
2020,1034,360,438,193,1328
2020,1059,361,436,197,1307
2020,1064,368,448,202,1336
2020,1067,367,451,203,1335
2020,1051,367,448,195,1365
2020,1044,364,431,194,1360
2020,1041,358,433,191,1343
2020,1028,359,433,191,1340
2020,1042,352,435,191,1334
2020,1002,351,429,192,1324
2020,1033,343,417,192,1309
2020,1051,347,432,191,1366
2020,1065,345,426,187,1385
2020,1087,351,441,191,1389
2020,1080,352,437,189,1384
2020,1119,359,432,187,1323
2020,1130,382,446,192,1350
2020,1126,392,461,198,1374
2020,1139,381,479,192,1342
2020,1133,379,446,194,1359
2020,1098,363,434,191,1319
2020,1063,354,433,188,1327
2020,1053,345,434,186,1323
2020,1059,346,427,184,1290
2020,1080,346,418,186,1298
2020,1105,354,440,193,1336
2020,1125,360,440,196,1349
2020,1110,370,454,199,1368
2020,1105,369,444,192,1353
2020,1103,376,447,189,1368
2020,1074,362,434,188,1368
2020,1089,361,428,185,1354
2020,1085,363,423,185,1352
2020,1066,364,433,185,1357
2020,1076,351,407,178,1360
2020,1056,343,405,179,1356
2020,1029,349,425,185,1340
2020,1033,351,422,185,1382
2020,1042,348,425,185,1344
2020,1029,376,444,192,1390
2020,1033,368,430,188,1355
2020,1020,364,417,185,1303
2020,979,352,405,180,1303
2020,990,342,390,173,1244
2020,950,343,382,173,1277
2020,983,331,390,174,1249
2020,969,344,408,179,1280
2020,992,341,413,177,1299
2020,987,353,427,188,1332
2020,1016,349,420,184,1304
