Date,HDFC Bank,ICICI Bank,Axis Bank,SBIN,Kotak Bank
2020,1033,360,430,187,1337
2020,1002,357,405,188,1338
2020,1022,348,394,174,1334
2020,1001,357,410,175,1387
2020,988,348,410,170,1343
2020,952,339,397,170,1248
2020,945,332,385,161,1224
2020,904,327,391,158,1229
2020,852,319,387,159,1218
2020,839,293,341,151,1153
2020,860,291,337,151,1160
2020,857,304,357,152,1150
2020,831,306,363,153,1160
2020,837,300,355,153,1130
2020,888,299,359,155,1114
2020,894,323,389,166,1178
2020,928,327,402,168,1173
2020,902,338,414,174,1187
2020,916,321,387,167,1157
2020,929,320,380,165,1188
2020,925,338,382,167,1217
2020,946,337,397,171,1200
2020,911,341,389,171,1246
2020,923,331,389,170,1238
2020,1002,338,403,179,1278
2020,977,380,445,191,1357
2020,931,370,439,190,1328
2020,930,360,455,184,1327
2020,938,348,427,181,1304
2020,955,335,404,180,1240
2020,929,353,430,187,1250
2020,922,336,431,189,1152
2020,945,332,421,185,1130
2020,910,361,456,193,1178
2020,880,376,479,193,1186
2020,863,342,423,189,1131
2020,895,327,417,182,1174
2020,925,331,419,184,1251
2020,889,343,420,188,1273
2020,896,319,391,183,1188
2020,814,326,389,186,1198
2020,830,287,325,176,1141
2020,862,311,359,187,1182
2020,832,324,379,197,1296
2020,904,313,368,187,1294
2020,901,340,360,196,1399
2020,857,330,341,193,1373
2020,768,317,327,190,1290
2020,772,297,303,183,1153
2020,883,284,309,182,1098
2020,896,346,428,210,1262
2020,877,339,428,204,1211
2020,975,355,473,215,1172
2020,1000,367,488,215,1323
2020,1070,403,509,223,1384
2020,1021,447,569,242,1470
2020,1114,426,543,213,1465
2020,1107,466,619,245,1589
2020,1135,458,624,253,1578
2020,1151,486,658,271,1631
2020,1149,505,678,289,1651
2020,1182,508,682,285,1608
2020,1180,515,687,290,1626
2020,1178,506,684,287,1599
2020,1199,497,697,303,1620
2020,1199,515,736,322,1683
2020,1200,524,729,328,1667
2020,1210,531,729,327,1676
2020,1217,530,725,323,1678
2020,1227,547,744,328,1686
2020,1213,545,741,320,1701
2020,1217,541,734,318,1691
2020,1219,542,738,314,1691
2020,1241,546,737,319,1681
2020,1249,541,748,327,1690
2020,1241,549,755,320,1715
2020,1240,540,750,324,1677
2020,1242,534,741,319,1669
2020,1240,536,748,321,1653
2020,1245,542,737,322,1674
2020,1230,539,724,311,1690
2020,1193,531,715,306,1698
2020,1199,516,709,298,1676
2020,1226,505,705,303,1648
2020,1226,526,729,318,1692
2020,1236,532,731,311,1628
2020,1223,527,735,316,1640
2020,1213,528,737,315,1626
2020,1245,537,740,316,1618
2020,1245,534,737,324,1643
2020,1241,528,723,323,1606
2020,1244,523,713,316,1586
2020,1255,531,718,314,1625
2020,1278,535,727,314,1618
2020,1288,532,740,318,1698
2020,1284,537,737,323,1702
2020,1290,536,746,324,1676
2020,1286,538,748,328,1677
2020,1283,539,737,331,1691
2020,1271,540,740,332,1685
2020,1257,546,743,330,1665
2020,1261,526,725,320,1655
2020,1241,523,726,318,1671
2020,1268,526,723,319,1653
2020,1287,539,743,334,1657
2020,1279,541,757,339,1672
2020,1272,537,749,334,1674
2021,1479,740,679,460,1796
2021,1462,736,669,452,1755
2021,1454,736,671,454,1764
2021,1461,736,675,461,1775
2021,1451,736,672,458,1773
2021,1439,727,668,457,1748
2021,1444,731,679,462,1776
2021,1445,733,669,456,1762
2021,1442,720,666,446,1737
2021,1426,710,674,449,1743
2021,1473,728,689,468,1794
2021,1500,741,710,481,1861
2021,1500,752,713,485,1867
2021,1502,759,711,489,1840
2021,1511,754,704,488,1873
2021,1523,758,688,495,1897
2021,1527,755,694,489,1916
2021,1554,753,697,492,1920
2021,1526,735,687,477,1937
2021,1504,710,663,465,1885
2021,1514,716,673,473,1914
2021,1526,722,676,477,1964
2021,1505,728,680,475,1953
2021,1494,714,656,461,1962
2021,1501,718,651,465,2020
2021,1490,722,662,471,1964
2021,1526,751,680,491,2035
2021,1518,760,685,493,2011
2021,1516,752,686,493,1983
2021,1515,752,686,486,1955
2021,1539,763,706,504,2024
2021,1531,761,712,498,2053
2021,1548,764,726,495,2083
2021,1557,773,733,507,2097
2021,1553,777,736,511,2075
2021,1548,771,738,510,2054
2021,1555,781,749,524,2076
2021,1572,787,745,529,2097
2021,1600,780,751,523,2119
2021,1594,782,753,530,2057
2021,1581,786,751,528,2038
2021,1607,801,756,522,2077
2021,1605,804,752,516,2077
2021,1583,802,742,502,2031
2021,1594,799,758,501,2099
2021,1643,835,788,519,2188
2021,1653,829,842,513,2211
2021,1657,842,845,507,2155
2021,1681,759,817,503,2171
2021,1676,756,808,503,2144
2021,1674,746,805,500,2015
2021,1689,747,802,488,2035
2021,1670,745,813,498,2012
2021,1687,727,802,491,2018
2021,1639,710,795,482,2009
2021,1630,709,797,483,1995
2021,1634,713,787,469,1975
2021,1603,703,782,458,1936
2021,1611,702,777,458,1952
2021,1615,690,779,457,1956
2021,1595,697,783,465,1982
2021,1586,700,779,463,1991
2021,1583,692,768,452,1994
2021,1595,701,767,453,2006
2021,1594,710,782,460,2030
2021,1615,717,789,445,2068
2021,1625,730,797,447,2033
2021,1602,723,798,441,2028
2021,1570,717,812,450,2024
2021,1534,703,788,439,1986
2021,1552,712,795,439,2011
2021,1560,710,796,437,2001
2021,1582,720,807,454,2008
2021,1560,727,803,464,1907
2021,1547,714,791,444,1872
2021,1549,707,794,433,1868
2021,1556,707,788,433,1840
2021,1569,720,790,432,1818
2021,1576,721,795,431,1815
2021,1569,717,788,429,1765
2021,1566,721,801,431,1775
2021,1576,724,798,431,1792
2021,1589,725,803,430,1776
2021,1579,720,799,430,1747
2021,1581,719,787,426,1754
2021,1568,714,784,423,1736
2021,1548,700,752,412,1714
2021,1555,699,746,411,1698
2021,1557,691,739,416,1697
2021,1559,694,746,418,1705
2021,1525,683,736,410,1717
2021,1515,681,740,407,1704
2021,1513,688,754,420,1750
2021,1515,701,757,422,1788
2021,1531,703,762,425,1782
2021,1526,705,760,431,1788
2021,1501,701,757,427,1788
2021,1495,694,761,428,1781
2021,1508,701,762,426,1813
2021,1504,703,756,433,1781
2021,1493,698,741,436,1777
2021,1485,702,749,442,1772
2021,1465,715,754,457,1750
2021,1435,690,739,447,1686
2021,1423,681,721,435,1665
2021,1426,683,709,432,1655
2021,1418,688,717,442,1642
2021,1417,685,723,426,1653
2021,1440,677,732,430,1698
2021,1435,677,756,423,1741
2021,1443,677,755,429,1723
2021,1449,656,747,422,1707
2021,1443,642,746,421,1703
2021,1471,656,755,428,1723
2021,1522,660,771,430,1750
2021,1521,667,774,432,1750
2021,1499,664,770,431,1748
2021,1502,665,771,429,1747
2021,1487,646,754,427,1732
2021,1502,639,747,424,1720
2021,1520,642,754,424,1732
2021,1540,654,763,433,1762
2021,1535,650,758,430,1755
2021,1495,648,760,433,1731
2021,1480,640,751,424,1715
2021,1487,631,746,420,1716
2021,1498,631,748,419,1706
2021,1502,640,752,422,1706
2021,1508,650,762,427,1733
2021,1515,649,761,429,1735
2021,1506,634,739,417,1738
2021,1486,625,732,419,1737
2021,1484,631,739,419,1757
2021,1489,631,740,420,1772
2021,1480,630,736,413,1760
2021,1466,633,739,420,1766
2021,1485,640,750,426,1761
2021,1490,645,751,430,1771
2021,1479,635,736,430,1768
2021,1486,636,738,430,1794
2021,1481,640,744,432,1800
2021,1480,636,737,421,1783
2021,1483,642,746,427,1794
2021,1500,648,751,432,1815
2021,1501,643,742,434,1811
2021,1521,650,751,440,1814
2021,1504,648,737,437,1783
2021,1512,650,745,433,1797
2021,1516,663,751,424,1808
2021,1503,643,740,422,1801
2021,1483,652,750,425,1777
2021,1477,653,735,414,1741
2021,1479,650,732,412,1751
2021,1510,647,741,412,1757
2021,1497,642,731,401,1758
2021,1433,619,706,385,1708
2021,1458,625,717,384,1731
2021,1477,633,712,382,1755
2021,1440,624,709,383,1744
2021,1387,597,685,360,1707
2021,1400,595,691,368,1719
2021,1404,610,707,365,1755
2021,1420,613,715,362,1809
2021,1415,607,717,358,1780
2021,1401,608,716,356,1788
2021,1403,603,717,355,1771
2021,1388,592,700,352,1733
2021,1414,597,703,351,1725
2021,1412,601,715,354,1749
2021,1473,621,719,359,1805
2021,1477,621,708,363,1811
2021,1439,599,700,353,1750
2021,1405,591,700,344,1760
2021,1414,570,671,336,1734
2021,1423,579,659,337,1736
2021,1391,559,652,330,1698
2021,1412,560,648,331,1701
2021,1429,567,669,340,1764
2021,1430,575,669,343,1773
2021,1400,561,661,341,1776
2021,1367,539,636,329,1743
2021,1422,566,668,353,1799
2021,1433,577,682,356,1783
2021,1447,578,688,359,1792
2021,1440,566,678,351,1768
2021,1450,571,685,354,1759
2021,1487,594,713,371,1805
2021,1494,582,697,364,1753
2021,1554,591,695,361,1781
2021,1491,579,698,357,1771
2021,1463,572,695,355,1763
2021,1479,568,706,360,1782
2021,1500,586,731,373,1813
2021,1469,573,716,367,1823
2021,1498,587,726,371,1834
2021,1491,579,719,367,1830
2021,1495,590,728,368,1868
2021,1512,595,738,379,1903
2021,1529,604,744,384,1919
2021,1552,613,751,381,1935
2021,1556,626,761,388,1964
2021,1563,625,745,388,1979
2021,1520,608,743,390,1916
2021,1530,609,731,384,1923
2021,1552,621,737,396,1898
2021,1587,632,754,405,1900
2021,1568,611,731,394,1845
2021,1559,608,729,395,1845
2021,1534,598,725,390,1780
2021,1606,628,771,407,1896
2021,1606,641,749,406,1911
2021,1529,616,716,396,1873
2021,1548,610,719,390,1950
2021,1539,624,750,400,1939
2021,1554,645,777,415,1945
2021,1587,657,778,412,1989
2021,1627,658,775,402,2020
2021,1617,674,794,407,1986
2021,1582,648,750,393,1951
2021,1572,631,740,390,1961
2021,1582,632,735,392,1952
2021,1612,633,743,395,1949
2021,1605,630,736,397,1957
2021,1598,614,720,393,1983
2021,1579,628,744,355,1910
2021,1575,622,734,336,1852
2021,1561,617,714,333,1861
2021,1477,604,709,311,1802
2021,1391,537,663,282,1713
2021,1371,528,671,282,1723
2021,1410,522,632,276,1765
2021,1463,538,658,281,1794
2021,1444,534,645,284,1828
2021,1475,553,676,295,1858
2021,1492,551,676,303,1884
2021,1504,546,669,299,1887
2021,1483,533,657,294,1847
2021,1467,543,675,304,1864
2021,1469,553,676,307,1893
2021,1471,557,688,307,1882
2021,1481,548,676,293,1903
2021,1451,545,667,283,1938
2021,1432,542,673,286,1971
2021,1416,541,671,288,1952
2021,1421,547,654,285,1970
2021,1427,537,664,282,1960
2021,1416,532,625,281,1966
2021,1425,528,624,279,1994
2022,1628,891,934,614,1827
2022,1641,908,935,612,1819
2022,1630,899,925,601,1820
2022,1631,901,932,602,1821
2022,1629,893,929,597,1814
2022,1598,879,907,574,1822
2022,1612,891,920,593,1826
2022,1618,892,932,593,1815
2022,1633,910,950,604,1847
2022,1645,906,946,604,1858
2022,1640,902,935,603,1841
2022,1632,909,938,616,1863
2022,1662,922,942,626,1873
2022,1648,933,945,617,1869
2022,1644,930,939,613,1866
2022,1631,930,934,617,1888
2022,1620,932,939,612,1897
2022,1610,922,915,607,1911
2022,1611,923,905,609,1935
2022,1613,934,899,617,1938
2022,1607,931,905,608,1931
2022,1620,940,904,608,1934
2022,1608,953,901,602,1947
2022,1598,947,893,609,1926
2022,1600,937,892,609,1928
2022,1618,930,888,607,1928
2022,1625,939,879,609,1945
2022,1599,927,875,608,1953
2022,1595,924,870,599,1940
2022,1597,921,870,598,1944
2022,1614,920,859,603,1960
2022,1618,920,858,599,1951
2022,1633,914,855,600,1966
2022,1619,912,859,601,1912
2022,1615,895,851,593,1923
2022,1611,907,851,601,1899
2022,1525,911,844,606,1912
2022,1508,911,874,616,1893
2022,1509,918,873,614,1883
2022,1497,905,868,594,1900
2022,1508,909,864,585,1900
2022,1514,905,864,574,1910
2022,1513,909,872,577,1909
2022,1497,909,906,574,1902
2022,1459,908,903,571,1884
2022,1454,924,915,580,1865
2022,1451,925,903,579,1847
2022,1461,926,909,571,1896
2022,1439,907,900,561,1903
2022,1449,889,826,555,1864
2022,1459,892,830,553,1869
2022,1444,897,816,562,1860
2022,1447,885,814,544,1858
2022,1439,870,801,527,1834
2022,1394,854,802,521,1802
2022,1410,868,809,534,1810
2022,1401,871,786,527,1788
2022,1415,882,777,531,1808
2022,1431,883,756,530,1825
2022,1437,885,755,537,1819
2022,1453,868,743,533,1822
2022,1413,848,723,520,1784
2022,1421,862,733,531,1819
2022,1382,844,719,522,1765
2022,1390,850,716,525,1793
2022,1414,853,738,537,1799
2022,1427,861,743,543,1829
2022,1446,882,769,551,1863
2022,1486,903,789,567,1893
2022,1518,915,807,570,1919
2022,1521,917,813,574,1940
2022,1503,899,798,572,1930
2022,1493,909,789,562,1930
2022,1521,918,790,572,1934
2022,1529,918,803,572,1955
2022,1513,910,806,558,1923
2022,1494,907,801,555,1924
2022,1499,901,785,553,1926
2022,1498,899,780,545,1930
2022,1482,876,755,533,1908
2022,1489,884,750,538,1916
2022,1495,882,756,539,1938
2022,1486,872,750,537,1919
2022,1472,874,744,533,1903
2022,1486,887,752,531,1915
2022,1439,856,729,515,1850
2022,1465,871,745,524,1902
2022,1465,872,743,520,1869
2022,1473,873,750,519,1868
2022,1466,864,747,522,1856
2022,1470,852,742,511,1832
2022,1493,870,758,520,1877
2022,1512,885,765,532,1905
2022,1510,883,772,528,1840
2022,1502,879,765,526,1846
2022,1485,874,761,531,1841
2022,1486,860,759,525,1854
2022,1466,849,739,515,1828
2022,1462,837,746,520,1845
2022,1427,838,729,531,1834
2022,1432,820,722,533,1836
2022,1434,825,731,541,1851
2022,1430,818,730,542,1885
2022,1446,823,731,534,1856
2022,1434,819,725,528,1810
2022,1417,815,726,532,1829
2022,1404,801,719,528,1754
2022,1394,796,706,514,1762
2022,1397,801,727,518,1796
2022,1393,800,731,514,1827
2022,1361,786,716,512,1801
2022,1365,783,706,509,1828
2022,1348,781,701,498,1835
2022,1348,772,685,490,1846
2022,1362,751,662,479,1788
2022,1351,752,668,479,1770
2022,1358,753,680,487,1742
2022,1392,760,676,485,1719
2022,1406,770,680,488,1741
2022,1397,756,669,489,1745
2022,1396,742,658,487,1739
2022,1371,726,658,480,1705
2022,1353,719,649,472,1663
2022,1356,720,654,473,1671
2022,1354,704,644,467,1668
2022,1348,707,637,466,1661
2022,1344,703,626,459,1642
2022,1346,710,642,464,1669
2022,1356,717,637,461,1692
2022,1354,713,634,454,1698
2022,1335,699,629,451,1684
2022,1330,687,627,448,1670
2022,1337,696,637,451,1682
2022,1322,686,628,435,1679
2022,1290,687,635,441,1674
2022,1281,679,635,442,1676
2022,1307,687,651,451,1737
2022,1312,686,651,448,1740
2022,1327,688,649,446,1737
2022,1351,720,661,462,1792
2022,1378,733,661,467,1865
2022,1367,730,659,471,1846
2022,1363,735,666,463,1858
2022,1378,747,672,464,1869
2022,1380,744,677,465,1859
2022,1385,750,692,470,1858
2022,1395,753,686,468,1865
2022,1389,753,685,468,1847
2022,1402,749,694,475,1903
2022,1392,740,688,469,1946
2022,1367,729,683,469,1909
2022,1329,713,665,454,1908
2022,1319,708,664,462,1883
2022,1304,711,675,461,1854
2022,1321,710,673,462,1829
2022,1287,690,650,448,1783
2022,1314,707,659,458,1847
2022,1314,710,655,467,1840
2022,1305,683,639,455,1813
2022,1291,677,636,445,1780
2022,1303,696,650,463,1761
2022,1349,714,672,477,1810
2022,1341,711,660,475,1797
2022,1320,710,664,476,1768
2022,1318,719,673,484,1775
2022,1353,729,702,480,1798
2022,1356,724,707,480,1776
2022,1404,741,727,491,1774
2022,1385,743,729,496,1791
2022,1371,747,780,508,1766
2022,1373,737,766,497,1742
2022,1372,754,775,506,1743
2022,1366,752,781,495,1729
2022,1356,748,781,501,1728
2022,1374,762,802,516,1761
2022,1354,756,795,509,1721
2022,1342,766,798,512,1708
2022,1395,758,799,510,1750
2022,1465,762,793,518,1780
2022,1494,764,798,513,1802
2022,1496,760,786,515,1783
2022,1515,754,795,516,1785
2022,1517,749,792,515,1766
2022,1551,742,774,514,1779
2022,1608,742,783,509,1802
2022,1657,747,784,512,1836
2022,1506,736,775,508,1777
2022,1470,730,761,494,1754
2022,1477,731,750,494,1763
2022,1452,715,738,495,1730
2022,1433,710,736,498,1725
2022,1431,699,721,491,1722
2022,1443,704,722,487,1714
2022,1479,718,727,491,1770
2022,1494,718,731,494,1808
2022,1487,711,726,491,1777
2022,1480,720,739,502,1820
2022,1448,708,724,493,1761
2022,1424,697,698,486,1734
2022,1443,696,710,485,1789
2022,1397,678,691,470,1763
2022,1393,677,695,469,1754
2022,1371,667,674,452,1739
2022,1328,665,670,440,1723
2022,1325,654,668,440,1712
2022,1367,688,715,462,1752
2022,1371,698,738,467,1792
2022,1374,715,750,474,1806
2022,1426,743,742,483,1843
2022,1456,730,758,483,1857
2022,1419,707,730,473,1795
2022,1501,745,777,499,1886
2022,1511,751,779,498,1842
2022,1522,754,789,512,1827
2022,1512,749,787,515,1827
2022,1507,750,783,513,1817
2022,1516,764,797,517,1830
2022,1518,776,797,525,1813
2022,1474,754,773,501,1747
2022,1519,791,804,530,1828
2022,1525,806,810,541,1867
2022,1498,803,804,535,1835
2022,1462,793,799,531,1818
2022,1468,786,790,533,1828
2022,1524,805,799,530,1884
2022,1515,809,800,540,1909
2022,1531,814,804,540,1943
2022,1497,810,782,532,1882
2022,1486,789,773,538,1857
2022,1463,781,765,523,1898
2022,1475,795,774,529,1889
2022,1488,802,752,515,1855
2022,1487,798,705,494,1831
2022,1522,805,713,503,1894
2022,1509,810,729,511,1893
2022,1518,809,730,516,1906
2022,1529,823,725,507,1942
2022,1522,819,713,514,1937
2022,1545,820,722,508,1938
2022,1528,825,741,511,1926
2022,1557,824,747,510,1957
2022,1566,811,743,506,1937
2022,1559,811,743,504,1948
2022,1551,793,731,491,1904
2022,1540,785,730,492,1892
2022,1565,788,727,492,1922
2022,1529,773,709,484,1853
2022,1520,765,696,471,1824
2023,1709,997,1102,642,1908
2023,1705,1006,1108,651,1921
2023,1703,1002,1106,649,1902
2023,1682,995,1094,638,1887
2023,1671,994,1088,637,1861
2023,1687,1004,1095,644,1853
2023,1657,1007,1110,636,1827
2023,1653,1015,1120,655,1847
2023,1656,1021,1111,649,1847
2023,1657,1037,1120,648,1851
2023,1650,1034,1120,624,1854
2023,1631,1014,1115,620,1826
2023,1635,1016,1131,612,1824
2023,1651,1017,1117,614,1844
2023,1653,1011,1131,614,1838
2023,1630,999,1118,612,1827
2023,1628,1003,1121,608,1821
2023,1624,1013,1132,608,1828
2023,1609,991,1126,595,1819
2023,1555,947,1105,572,1751
2023,1559,935,1074,565,1755
2023,1559,940,1060,569,1753
2023,1529,926,1021,564,1742
2023,1532,929,1009,560,1744
2023,1521,923,999,560,1739
2023,1513,923,998,559,1746
2023,1518,926,992,562,1767
2023,1505,921,989,564,1771
2023,1505,922,994,563,1765
2023,1508,936,1026,585,1773
2023,1504,941,1041,585,1770
2023,1489,934,1025,581,1748
2023,1499,942,1030,581,1753
2023,1492,939,1029,580,1745
2023,1486,937,1022,578,1745
2023,1492,936,1022,580,1746
2023,1487,948,1021,580,1751
2023,1495,945,1009,574,1740
2023,1484,934,989,578,1733
2023,1477,920,983,572,1738
2023,1475,914,972,566,1724
2023,1477,915,982,566,1739
2023,1485,925,989,565,1718
2023,1469,913,1003,561,1703
2023,1463,909,972,547,1695
2023,1497,916,955,556,1728
2023,1506,930,964,553,1741
2023,1523,933,980,563,1770
2023,1515,936,991,571,1738
2023,1520,944,993,573,1753
2023,1541,954,1008,576,1772
2023,1530,951,1005,576,1750
2023,1536,951,994,576,1762
2023,1550,954,1018,586,1764
2023,1540,953,1019,588,1771
2023,1525,951,1012,592,1756
2023,1516,939,996,585,1719
2023,1534,945,1001,594,1744
2023,1536,941,1003,592,1734
2023,1530,930,996,586,1722
2023,1508,940,1041,603,1727
2023,1526,952,1037,599,1736
2023,1524,943,1031,590,1733
2023,1527,943,1025,590,1765
2023,1538,949,1014,594,1764
2023,1531,956,1019,594,1784
2023,1530,950,1018,598,1756
2023,1553,959,1014,588,1756
2023,1564,987,1027,601,1789
2023,1629,990,1025,604,1798
2023,1662,992,1027,599,1814
2023,1643,988,1021,597,1822
2023,1644,990,1014,596,1825
2023,1637,991,1001,588,1811
2023,1632,978,1000,592,1808
2023,1623,971,980,583,1793
2023,1611,966,978,579,1789
2023,1596,958,965,571,1770
2023,1575,968,981,573,1771
2023,1585,967,982,576,1762
2023,1575,969,991,570,1771
2023,1571,959,974,561,1759
2023,1579,959,983,567,1775
2023,1590,968,981,575,1783
2023,1578,971,990,573,1790
2023,1562,970,983,570,1779
2023,1579,969,981,577,1781
2023,1587,967,979,577,1780
2023,1583,952,957,569,1763
2023,1590,955,953,572,1760
2023,1591,951,943,573,1751
2023,1597,952,937,572,1766
2023,1606,957,933,565,1786
2023,1611,960,940,561,1794
2023,1619,953,937,574,1791
2023,1636,964,940,574,1801
2023,1651,973,950,574,1832
2023,1650,980,953,573,1828
2023,1651,976,947,568,1832
2023,1652,971,952,573,1839
2023,1629,965,936,591,1823
2023,1641,987,945,598,1824
2023,1662,995,960,612,1850
2023,1651,998,954,620,1857
2023,1644,996,950,616,1877
2023,1673,990,960,617,1874
2023,1691,996,977,615,1895
2023,1697,995,963,610,1876
2023,1678,992,972,618,1897
2023,1676,997,971,615,1970
2023,1689,996,978,610,1957
2023,1685,973,964,601,1907
2023,1678,975,964,592,1891
2023,1679,969,965,601,1897
2023,1645,960,957,584,1869
2023,1641,956,960,586,1870
2023,1633,944,950,589,1878
2023,1648,945,953,589,1867
2023,1656,948,964,593,1867
2023,1660,946,977,594,1854
2023,1675,959,981,593,1877
2023,1673,958,967,591,1865
2023,1728,945,971,589,1862
2023,1720,943,982,585,1844
2023,1701,935,987,573,1847
2023,1676,937,978,570,1841
2023,1659,936,973,566,1845
2023,1636,927,961,557,1823
2023,1644,924,958,555,1829
2023,1644,926,967,563,1836
2023,1636,925,966,566,1846
2023,1608,926,975,567,1844
2023,1604,923,966,569,1825
2023,1603,934,982,571,1857
2023,1582,927,977,567,1834
2023,1602,940,978,577,1865
2023,1604,944,986,576,1856
2023,1601,936,974,579,1879
2023,1611,938,975,579,1872
2023,1609,938,962,589,1887
2023,1608,940,977,589,1939
2023,1599,942,968,585,1959
2023,1604,947,951,587,1925
2023,1607,938,926,587,1939
2023,1604,936,920,583,1930
2023,1611,949,915,580,2014
2023,1637,950,937,593,1975
2023,1636,948,930,595,1953
2023,1616,951,927,586,1945
2023,1610,940,921,581,1930
2023,1616,941,918,583,1910
2023,1637,953,916,582,1922
2023,1641,950,918,577,1940
2023,1647,954,924,575,1942
2023,1645,947,915,574,1927
2023,1638,939,915,586,1909
2023,1647,946,918,586,1947
2023,1676,946,916,582,1973
2023,1668,944,911,578,1961
2023,1653,939,896,573,1958
2023,1652,936,890,572,1959
2023,1645,934,888,574,1954
2023,1644,938,878,584,1959
2023,1626,927,865,577,1929
2023,1728,922,866,580,1948
2023,1693,923,860,571,1931
2023,1687,922,871,575,1921
2023,1688,918,860,578,1938
2023,1681,918,881,565,1909
2023,1672,915,888,566,1879
2023,1664,913,878,562,1889
2023,1688,905,882,555,1897
2023,1675,886,864,543,1894
2023,1672,894,869,545,1884
2023,1666,892,873,540,1885
2023,1660,897,863,546,1888
2023,1667,901,865,544,1895
2023,1692,899,864,533,1870
2023,1685,890,851,528,1844
2023,1663,882,853,532,1847
2023,1658,868,847,526,1759
2023,1666,875,852,528,1757
2023,1654,885,861,523,1752
2023,1611,884,865,527,1746
2023,1610,877,859,524,1733
2023,1588,851,843,517,1721
2023,1580,855,832,508,1699
2023,1567,849,833,510,1705
2023,1561,852,840,505,1692
2023,1563,855,849,513,1680
2023,1576,860,850,522,1705
2023,1579,852,856,522,1707
2023,1562,836,838,519,1700
2023,1573,836,837,530,1693
2023,1552,824,831,525,1664
2023,1542,826,824,518,1666
2023,1564,830,833,525,1648
2023,1569,828,832,530,1674
2023,1589,843,852,547,1699
2023,1631,856,868,559,1717
2023,1631,872,861,565,1740
2023,1627,868,860,562,1751
2023,1616,869,853,561,1751
2023,1584,854,845,534,1722
2023,1598,856,865,537,1745
2023,1600,855,844,523,1729
2023,1593,856,854,528,1726
2023,1589,840,851,521,1697
2023,1603,840,844,521,1707
2023,1614,839,833,516,1701
2023,1647,854,844,523,1730
2023,1640,852,847,525,1737
2023,1656,863,855,531,1759
2023,1664,869,865,540,1788
2023,1670,871,868,542,1786
2023,1674,865,871,541,1770
2023,1658,851,859,538,1774
2023,1657,854,867,553,1772
2023,1651,861,868,551,1771
2023,1654,859,872,550,1766
2023,1654,853,879,547,1775
2023,1652,854,883,545,1747
2023,1659,864,883,544,1780
2023,1603,858,868,528,1762
2023,1628,848,857,527,1745
2023,1604,832,872,554,1731
2023,1614,824,872,538,1726
2023,1616,817,874,540,1713
2023,1649,855,892,569,1750
2023,1696,871,910,594,1760
2023,1673,872,933,600,1784
2023,1661,870,931,592,1763
2023,1644,866,929,590,1767
2023,1637,870,924,591,1799
2023,1609,865,918,593,1798
2023,1585,865,913,603,1785
2023,1601,873,934,600,1780
2023,1599,861,936,595,1780
2023,1591,866,950,597,1802
2023,1568,861,952,595,1796
2023,1598,873,959,608,1812
2023,1594,870,940,601,1787
2023,1600,879,950,605,1820
2023,1610,899,957,605,1821
2023,1639,901,962,612,1833
2023,1629,902,942,612,1825
2024,1641,1004,1120,634,1833
2024,1649,991,1126,620,1823
2024,1656,993,1107,622,1821
2024,1651,980,1117,625,1827
2024,1663,982,1122,627,1826
2024,1682,994,1137,642,1848
2024,1691,987,1123,643,1864
2024,1673,984,1099,643,1866
2024,1699,982,1093,639,1865
2024,1698,999,1098,641,1909
